"genres","href","id","image_height","image_url","image_width","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","genre","max_height"
"pop","https://api.spotify.com/v1/artists/06HL4z0CvFAxyc27GXpf02","06HL4z0CvFAxyc27GXpf02",640,"https://i.scdn.co/image/ab6761610000e5eb5a00969a4698c3132a15fbb0",640,"Taylor Swift",99,"artist","spotify:artist:06HL4z0CvFAxyc27GXpf02","https://open.spotify.com/artist/06HL4z0CvFAxyc27GXpf02",NA,66097492,"Pop",640
"c(""canadian hip hop"", ""canadian pop"", ""hip hop"", ""rap"", ""toronto rap"")","https://api.spotify.com/v1/artists/3TVXtAsR1Inumwj472S9r4","3TVXtAsR1Inumwj472S9r4",640,"https://i.scdn.co/image/ab6761610000e5eb4293385d324db8558179afd9",640,"Drake",97,"artist","spotify:artist:3TVXtAsR1Inumwj472S9r4","https://open.spotify.com/artist/3TVXtAsR1Inumwj472S9r4",NA,70985090,"Pop",640
"c(""pop"", ""r&b"")","https://api.spotify.com/v1/artists/7tYKF4w9nC0nq9CsPZTHyP","7tYKF4w9nC0nq9CsPZTHyP",640,"https://i.scdn.co/image/ab6761610000e5eb7eb7f6371aad8e67e01f0a03",640,"SZA",95,"artist","spotify:artist:7tYKF4w9nC0nq9CsPZTHyP","https://open.spotify.com/artist/7tYKF4w9nC0nq9CsPZTHyP",NA,10084320,"Pop",640
"c(""canadian contemporary r&b"", ""canadian pop"", ""pop"")","https://api.spotify.com/v1/artists/1Xyo4u8uXC1ZmMpatF05PJ","1Xyo4u8uXC1ZmMpatF05PJ",640,"https://i.scdn.co/image/ab6761610000e5ebb5f9e28219c169fd4b9e8379",640,"The Weeknd",97,"artist","spotify:artist:1Xyo4u8uXC1ZmMpatF05PJ","https://open.spotify.com/artist/1Xyo4u8uXC1ZmMpatF05PJ",NA,56651011,"Pop",640
"c(""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/66CXWjxzNUsdJxJ2JdwvnR","66CXWjxzNUsdJxJ2JdwvnR",640,"https://i.scdn.co/image/ab6761610000e5ebcdce7620dc940db079bf4952",640,"Ariana Grande",91,"artist","spotify:artist:66CXWjxzNUsdJxJ2JdwvnR","https://open.spotify.com/artist/66CXWjxzNUsdJxJ2JdwvnR",NA,86932841,"Pop",640
"c(""barbadian pop"", ""dance pop"", ""pop"", ""urban contemporary"")","https://api.spotify.com/v1/artists/5pKCCKE2ajJHZ9KAiaK11H","5pKCCKE2ajJHZ9KAiaK11H",640,"https://i.scdn.co/image/ab6761610000e5eb99e4fca7c0b7cb166d915789",640,"Rihanna",90,"artist","spotify:artist:5pKCCKE2ajJHZ9KAiaK11H","https://open.spotify.com/artist/5pKCCKE2ajJHZ9KAiaK11H",NA,52105004,"Pop",640
"c(""art pop"", ""pop"")","https://api.spotify.com/v1/artists/00FQb4jTyendYWaN8pK0wa","00FQb4jTyendYWaN8pK0wa",640,"https://i.scdn.co/image/ab6761610000e5ebb99cacf8acd5378206767261",640,"Lana Del Rey",90,"artist","spotify:artist:00FQb4jTyendYWaN8pK0wa","https://open.spotify.com/artist/00FQb4jTyendYWaN8pK0wa",NA,20268008,"Pop",640
"c(""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/5cj0lLjcoR7YOSnhnX0Po5","5cj0lLjcoR7YOSnhnX0Po5",640,"https://i.scdn.co/image/ab6761610000e5eb727a2ac15afe659be999beba",640,"Doja Cat",88,"artist","spotify:artist:5cj0lLjcoR7YOSnhnX0Po5","https://open.spotify.com/artist/5cj0lLjcoR7YOSnhnX0Po5",NA,24010027,"Pop",640
"c(""dance pop"", ""r&b"")","https://api.spotify.com/v1/artists/7bXgB6jMjp9ATFy66eO08Z","7bXgB6jMjp9ATFy66eO08Z",640,"https://i.scdn.co/image/ab6761610000e5ebe50aa80e0f5869f84f6874d1",640,"Chris Brown",90,"artist","spotify:artist:7bXgB6jMjp9ATFy66eO08Z","https://open.spotify.com/artist/7bXgB6jMjp9ATFy66eO08Z",NA,18202791,"Pop",640
"c(""canadian pop"", ""pop"")","https://api.spotify.com/v1/artists/1uNFoZAHBGtllmzznpCI3s","1uNFoZAHBGtllmzznpCI3s",640,"https://i.scdn.co/image/ab6761610000e5eb8ae7f2aaa9817a704a87ea36",640,"Justin Bieber",91,"artist","spotify:artist:1uNFoZAHBGtllmzznpCI3s","https://open.spotify.com/artist/1uNFoZAHBGtllmzznpCI3s",NA,69178319,"Pop",640
"c(""art pop"", ""electropop"", ""pop"")","https://api.spotify.com/v1/artists/6qqNVTkY8uBg9cP3Jd7DAH","6qqNVTkY8uBg9cP3Jd7DAH",640,"https://i.scdn.co/image/ab6761610000e5ebd8b9980db67272cb4d2c3daf",640,"Billie Eilish",89,"artist","spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH","https://open.spotify.com/artist/6qqNVTkY8uBg9cP3Jd7DAH",NA,75011583,"Pop",640
"c(""dance pop"", ""hip pop"", ""pop"", ""queens hip hop"", ""rap"")","https://api.spotify.com/v1/artists/0hCNtLu0JehylgoiP8L4Gh","0hCNtLu0JehylgoiP8L4Gh",640,"https://i.scdn.co/image/ab6761610000e5eb6a8e5e8752d1dc2dafa63f20",640,"Nicki Minaj",87,"artist","spotify:artist:0hCNtLu0JehylgoiP8L4Gh","https://open.spotify.com/artist/0hCNtLu0JehylgoiP8L4Gh",NA,27161175,"Pop",640
"pop","https://api.spotify.com/v1/artists/6KImCVD70vtIoJWnq6nGn3","6KImCVD70vtIoJWnq6nGn3",640,"https://i.scdn.co/image/ab6761610000e5ebf7db7c8ede90a019c54590bb",640,"Harry Styles",90,"artist","spotify:artist:6KImCVD70vtIoJWnq6nGn3","https://open.spotify.com/artist/6KImCVD70vtIoJWnq6nGn3",NA,25534910,"Pop",640
"c(""hip hop"", ""new orleans rap"", ""pop rap"", ""rap"", ""trap"")","https://api.spotify.com/v1/artists/55Aa2cqylxrFIXC767Z865","55Aa2cqylxrFIXC767Z865",640,"https://i.scdn.co/image/ab6761610000e5ebc63aded6f4bf4d06d1377106",640,"Lil Wayne",86,"artist","spotify:artist:55Aa2cqylxrFIXC767Z865","https://open.spotify.com/artist/55Aa2cqylxrFIXC767Z865",NA,13035102,"Pop",640
"c(""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/0du5cEVh5yTK9QJze8zA0C","0du5cEVh5yTK9QJze8zA0C",640,"https://i.scdn.co/image/ab6761610000e5ebc36dd9eb55fb0db4911f25dd",640,"Bruno Mars",89,"artist","spotify:artist:0du5cEVh5yTK9QJze8zA0C","https://open.spotify.com/artist/0du5cEVh5yTK9QJze8zA0C",NA,45700785,"Pop",640
"c(""k-pop"", ""k-pop boy group"")","https://api.spotify.com/v1/artists/3Nrfpe0tUJi4K4DXYWgMUX","3Nrfpe0tUJi4K4DXYWgMUX",640,"https://i.scdn.co/image/ab6761610000e5eb5704a64f34fe29ff73ab56bb",640,"BTS",93,"artist","spotify:artist:3Nrfpe0tUJi4K4DXYWgMUX","https://open.spotify.com/artist/3Nrfpe0tUJi4K4DXYWgMUX",NA,60135724,"Pop",640
"c(""dance pop"", ""pop"", ""r&b"")","https://api.spotify.com/v1/artists/6vWDO969PvNqNYHIOW5v0m","6vWDO969PvNqNYHIOW5v0m",640,"https://i.scdn.co/image/ab6761610000e5eb676338904deb80cffb568216",640,"Beyoncé",87,"artist","spotify:artist:6vWDO969PvNqNYHIOW5v0m","https://open.spotify.com/artist/6vWDO969PvNqNYHIOW5v0m",NA,33256897,"Pop",640
"c(""pop"", ""pop r&b"")","https://api.spotify.com/v1/artists/6LuN9FCkKOj5PcnpouEgny","6LuN9FCkKOj5PcnpouEgny",640,"https://i.scdn.co/image/ab6761610000e5eb31072db9da0311ecfabe96bf",640,"Khalid",86,"artist","spotify:artist:6LuN9FCkKOj5PcnpouEgny","https://open.spotify.com/artist/6LuN9FCkKOj5PcnpouEgny",NA,15746739,"Pop",640
"c(""pop"", ""uk pop"")","https://api.spotify.com/v1/artists/6eUKZXaKkcviH0Ku9w2n3V","6eUKZXaKkcviH0Ku9w2n3V",640,"https://i.scdn.co/image/ab6761610000e5eb12a2ef08d00dd7451a6dbed6",640,"Ed Sheeran",91,"artist","spotify:artist:6eUKZXaKkcviH0Ku9w2n3V","https://open.spotify.com/artist/6eUKZXaKkcviH0Ku9w2n3V",NA,107992783,"Pop",640
"viral pop","https://api.spotify.com/v1/artists/3MZsBdqDrRTJihTHQrO6Dq","3MZsBdqDrRTJihTHQrO6Dq",640,"https://i.scdn.co/image/ab6761610000e5eb4111c95b5f430c3265c7304b",640,"Joji",86,"artist","spotify:artist:3MZsBdqDrRTJihTHQrO6Dq","https://open.spotify.com/artist/3MZsBdqDrRTJihTHQrO6Dq",NA,7860788,"Pop",640
"c(""pop"", ""uk pop"")","https://api.spotify.com/v1/artists/2wY79sveU1sp5g7SokKOiI","2wY79sveU1sp5g7SokKOiI",640,"https://i.scdn.co/image/ab6761610000e5eb10ca40ea0b0b5082dba0ff75",640,"Sam Smith",89,"artist","spotify:artist:2wY79sveU1sp5g7SokKOiI","https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI",NA,21408212,"Pop",640
"c(""art pop"", ""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/1HY2Jd0NmPuamShAr6KMms","1HY2Jd0NmPuamShAr6KMms",640,"https://i.scdn.co/image/ab6761610000e5ebc8d3d98a1bccbe71393dbfbf",640,"Lady Gaga",88,"artist","spotify:artist:1HY2Jd0NmPuamShAr6KMms","https://open.spotify.com/artist/1HY2Jd0NmPuamShAr6KMms",NA,24698377,"Pop",640
"c(""dmv rap"", ""hip hop"", ""pop"", ""r&b"", ""rap"")","https://api.spotify.com/v1/artists/3tlXnStJ1fFhdScmQeLpuG","3tlXnStJ1fFhdScmQeLpuG",640,"https://i.scdn.co/image/ab6761610000e5eb2749cce858c97642feda7a92",640,"Brent Faiyaz",82,"artist","spotify:artist:3tlXnStJ1fFhdScmQeLpuG","https://open.spotify.com/artist/3tlXnStJ1fFhdScmQeLpuG",NA,3205173,"Pop",640
"c(""atl hip hop"", ""atl trap"", ""gangster rap"", ""hip hop"", ""melodic rap"", ""pop rap"", ""rap"", ""trap"")","https://api.spotify.com/v1/artists/50co4Is1HCEo8bhOyUWKpn","50co4Is1HCEo8bhOyUWKpn",640,"https://i.scdn.co/image/ab6761610000e5eb547d2b41c9f2c97318aad0ed",640,"Young Thug",86,"artist","spotify:artist:50co4Is1HCEo8bhOyUWKpn","https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn",NA,7847056,"Pop",640
"c(""modern alternative rock"", ""modern rock"", ""pop"", ""shimmer pop"")","https://api.spotify.com/v1/artists/77SW9BnxLY8rJ0RciFqkHh","77SW9BnxLY8rJ0RciFqkHh",640,"https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816",640,"The Neighbourhood",85,"artist","spotify:artist:77SW9BnxLY8rJ0RciFqkHh","https://open.spotify.com/artist/77SW9BnxLY8rJ0RciFqkHh",NA,11372424,"Pop",640
"c(""dance pop"", ""pop"", ""uk pop"")","https://api.spotify.com/v1/artists/6M2wZ9GZgrQXHCFfjv46we","6M2wZ9GZgrQXHCFfjv46we",640,"https://i.scdn.co/image/ab6761610000e5ebd42a27db3286b58553da8858",640,"Dua Lipa",89,"artist","spotify:artist:6M2wZ9GZgrQXHCFfjv46we","https://open.spotify.com/artist/6M2wZ9GZgrQXHCFfjv46we",NA,38248137,"Pop",640
"c(""big room"", ""dance pop"", ""edm"", ""pop"", ""pop dance"")","https://api.spotify.com/v1/artists/1Cs0zKBU1kc0i8ypK3B9ai","1Cs0zKBU1kc0i8ypK3B9ai",640,"https://i.scdn.co/image/ab6761610000e5eb75348e1aade2645ad9c58829",640,"David Guetta",90,"artist","spotify:artist:1Cs0zKBU1kc0i8ypK3B9ai","https://open.spotify.com/artist/1Cs0zKBU1kc0i8ypK3B9ai",NA,25341531,"Pop",640
"c(""dance pop"", ""electropop"", ""etherpop"", ""indie poptimism"", ""pop"")","https://api.spotify.com/v1/artists/26VFTg2z8YR0cCuwLzESi2","26VFTg2z8YR0cCuwLzESi2",640,"https://i.scdn.co/image/ab6761610000e5ebd707e1c5177614c4ec95a06c",640,"Halsey",84,"artist","spotify:artist:26VFTg2z8YR0cCuwLzESi2","https://open.spotify.com/artist/26VFTg2z8YR0cCuwLzESi2",NA,19243716,"Pop",640
"c(""colombian pop"", ""pop"")","https://api.spotify.com/v1/artists/1U1el3k54VvEUzo3ybLPlM","1U1el3k54VvEUzo3ybLPlM",640,"https://i.scdn.co/image/ab6761610000e5eb8f7371544e0573e58e0abf94",640,"Kali Uchis",81,"artist","spotify:artist:1U1el3k54VvEUzo3ybLPlM","https://open.spotify.com/artist/1U1el3k54VvEUzo3ybLPlM",NA,3484415,"Pop",640
"c(""dance pop"", ""pop"", ""r&b"", ""urban contemporary"")","https://api.spotify.com/v1/artists/360IAlyVv4PCEVjgyMZrxK","360IAlyVv4PCEVjgyMZrxK",640,"https://i.scdn.co/image/ab6761610000e5eb02eeb5305fa7bdd9ddca42fc",640,"Miguel",81,"artist","spotify:artist:360IAlyVv4PCEVjgyMZrxK","https://open.spotify.com/artist/360IAlyVv4PCEVjgyMZrxK",NA,4403009,"Pop",640
"c(""dance pop"", ""pop"", ""rap"")","https://api.spotify.com/v1/artists/4kYSro6naA4h99UJvo89HB","4kYSro6naA4h99UJvo89HB",640,"https://i.scdn.co/image/ab6761610000e5eb8c2332e6c0ed96d144a91b3f",640,"Cardi B",82,"artist","spotify:artist:4kYSro6naA4h99UJvo89HB","https://open.spotify.com/artist/4kYSro6naA4h99UJvo89HB",NA,20981690,"Pop",640
"c(""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/5YGY8feqx7naU7z4HrwZM6","5YGY8feqx7naU7z4HrwZM6",640,"https://i.scdn.co/image/ab6761610000e5eb7e8110a92ec2252f0821f8b8",640,"Miley Cyrus",85,"artist","spotify:artist:5YGY8feqx7naU7z4HrwZM6","https://open.spotify.com/artist/5YGY8feqx7naU7z4HrwZM6",NA,19242117,"Pop",640
"c(""puerto rican pop"", ""trap latino"", ""urbano latino"")","https://api.spotify.com/v1/artists/1mcTU81TzQhprhouKaTkpq","1mcTU81TzQhprhouKaTkpq",640,"https://i.scdn.co/image/ab6761610000e5eb923e85a0eefbab49fd8d4920",640,"Rauw Alejandro",91,"artist","spotify:artist:1mcTU81TzQhprhouKaTkpq","https://open.spotify.com/artist/1mcTU81TzQhprhouKaTkpq",NA,15193014,"Pop",640
"c(""adult standards"", ""canadian pop"", ""jazz pop"", ""lounge"")","https://api.spotify.com/v1/artists/1GxkXlMwML1oSg5eLPiAz3","1GxkXlMwML1oSg5eLPiAz3",640,"https://i.scdn.co/image/ab6761610000e5ebef8cf61fea4923d2bde68200",640,"Michael Bublé",86,"artist","spotify:artist:1GxkXlMwML1oSg5eLPiAz3","https://open.spotify.com/artist/1GxkXlMwML1oSg5eLPiAz3",NA,5658209,"Pop",640
"c(""british soul"", ""pop"", ""pop soul"", ""uk pop"")","https://api.spotify.com/v1/artists/4dpARuHxo51G3z768sgnrY","4dpARuHxo51G3z768sgnrY",640,"https://i.scdn.co/image/ab6761610000e5eb68f6e5892075d7f22615bd17",640,"Adele",86,"artist","spotify:artist:4dpARuHxo51G3z768sgnrY","https://open.spotify.com/artist/4dpARuHxo51G3z768sgnrY",NA,45559444,"Pop",640
"c(""dance pop"", ""hip hop"", ""pop"", ""pop rap"", ""r&b"", ""southern hip hop"", ""trap"", ""trap soul"", ""urban contemporary"")","https://api.spotify.com/v1/artists/7c0XG5cIJTrrAgEC3ULPiq","7c0XG5cIJTrrAgEC3ULPiq",640,"https://i.scdn.co/image/ab6761610000e5ebd9dde4a54073dbd58fb91c7d",640,"Ty Dolla $ign",82,"artist","spotify:artist:7c0XG5cIJTrrAgEC3ULPiq","https://open.spotify.com/artist/7c0XG5cIJTrrAgEC3ULPiq",NA,4480556,"Pop",640
"c(""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/6jJ0s89eD6GaHleKKya26X","6jJ0s89eD6GaHleKKya26X",640,"https://i.scdn.co/image/ab6761610000e5ebdc9dcb7e4a97b4552e1224d6",640,"Katy Perry",85,"artist","spotify:artist:6jJ0s89eD6GaHleKKya26X","https://open.spotify.com/artist/6jJ0s89eD6GaHleKKya26X",NA,24652501,"Pop",640
"c(""permanent wave"", ""pop"")","https://api.spotify.com/v1/artists/4gzpq5DPGxSnKTe4SA8HAU","4gzpq5DPGxSnKTe4SA8HAU",640,"https://i.scdn.co/image/ab6761610000e5eb989ed05e1f0570cc4726c2d3",640,"Coldplay",89,"artist","spotify:artist:4gzpq5DPGxSnKTe4SA8HAU","https://open.spotify.com/artist/4gzpq5DPGxSnKTe4SA8HAU",NA,41199314,"Pop",640
"pop","https://api.spotify.com/v1/artists/1McMsnEElThX1knmY4oliG","1McMsnEElThX1knmY4oliG",640,"https://i.scdn.co/image/ab6761610000e5ebee954a3b5418065c2fe253fb",640,"Olivia Rodrigo",85,"artist","spotify:artist:1McMsnEElThX1knmY4oliG","https://open.spotify.com/artist/1McMsnEElThX1knmY4oliG",NA,23458337,"Pop",640
"c(""dance pop"", ""houston rap"", ""pop"", ""rap"", ""trap queen"")","https://api.spotify.com/v1/artists/181bsRPaVXVlUKXrxwZfHK","181bsRPaVXVlUKXrxwZfHK",640,"https://i.scdn.co/image/ab6761610000e5eb5bebfdee4c4cfea3473a51ab",640,"Megan Thee Stallion",80,"artist","spotify:artist:181bsRPaVXVlUKXrxwZfHK","https://open.spotify.com/artist/181bsRPaVXVlUKXrxwZfHK",NA,7418759,"Pop",640
"c(""brostep"", ""dance pop"", ""edm"", ""pop"", ""pop dance"", ""progressive electro house"")","https://api.spotify.com/v1/artists/64KEffDW9EtZ1y2vBYgq8T","64KEffDW9EtZ1y2vBYgq8T",640,"https://i.scdn.co/image/ab6761610000e5eb41e4a3b8c1d45a9e49b6de21",640,"Marshmello",83,"artist","spotify:artist:64KEffDW9EtZ1y2vBYgq8T","https://open.spotify.com/artist/64KEffDW9EtZ1y2vBYgq8T",NA,34740328,"Pop",640
"c(""dance pop"", ""hip hop"", ""pittsburgh rap"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap"")","https://api.spotify.com/v1/artists/137W8MRPWKqSmrBGDBFSop","137W8MRPWKqSmrBGDBFSop",640,"https://i.scdn.co/image/ab6761610000e5eb4bdf6db5203f2a0e44002620",640,"Wiz Khalifa",83,"artist","spotify:artist:137W8MRPWKqSmrBGDBFSop","https://open.spotify.com/artist/137W8MRPWKqSmrBGDBFSop",NA,10869735,"Pop",640
"c(""dance pop"", ""hip pop"", ""pop"")","https://api.spotify.com/v1/artists/6JL8zeS1NmiOftqZTRgdTz","6JL8zeS1NmiOftqZTRgdTz",640,"https://i.scdn.co/image/ab6761610000e5ebf13fc3f245be672aa60a24af",640,"Meghan Trainor",85,"artist","spotify:artist:6JL8zeS1NmiOftqZTRgdTz","https://open.spotify.com/artist/6JL8zeS1NmiOftqZTRgdTz",NA,12647491,"Pop",640
"pop","https://api.spotify.com/v1/artists/04gDigrS5kc9YWfZHwBETP","04gDigrS5kc9YWfZHwBETP",640,"https://i.scdn.co/image/ab6761610000e5eb288ac05481cedc5bddb5b11b",640,"Maroon 5",86,"artist","spotify:artist:04gDigrS5kc9YWfZHwBETP","https://open.spotify.com/artist/04gDigrS5kc9YWfZHwBETP",NA,39334546,"Pop",640
"c(""puerto rican pop"", ""reggaeton"", ""trap latino"", ""urbano latino"")","https://api.spotify.com/v1/artists/1i8SpTcr7yvPOmcqrbnVXY","1i8SpTcr7yvPOmcqrbnVXY",640,"https://i.scdn.co/image/ab6761610000e5eb39ce949d62ff47fc1de1a2d9",640,"Ozuna",90,"artist","spotify:artist:1i8SpTcr7yvPOmcqrbnVXY","https://open.spotify.com/artist/1i8SpTcr7yvPOmcqrbnVXY",NA,35149875,"Pop",640
"c(""pop"", ""r&b"", ""rap"")","https://api.spotify.com/v1/artists/57LYzLEk2LcFghVwuWbcuS","57LYzLEk2LcFghVwuWbcuS",640,"https://i.scdn.co/image/ab6761610000e5eb4714179bf23941c0aec4b474",640,"Summer Walker",81,"artist","spotify:artist:57LYzLEk2LcFghVwuWbcuS","https://open.spotify.com/artist/57LYzLEk2LcFghVwuWbcuS",NA,4542932,"Pop",640
"c(""dance pop"", ""urban contemporary"")","https://api.spotify.com/v1/artists/4iHNK0tOyZPYnBU7nGAgpQ","4iHNK0tOyZPYnBU7nGAgpQ",640,"https://i.scdn.co/image/ab6761610000e5eb21b66418f7f3b86967f85bce",640,"Mariah Carey",84,"artist","spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ","https://open.spotify.com/artist/4iHNK0tOyZPYnBU7nGAgpQ",NA,8536941,"Pop",640
"c(""colombian pop"", ""dance pop"", ""latin pop"")","https://api.spotify.com/v1/artists/0EmeFodog0BfCgMzAIvKQp","0EmeFodog0BfCgMzAIvKQp",640,"https://i.scdn.co/image/ab6761610000e5eb284894d68fe2f80cad555110",640,"Shakira",89,"artist","spotify:artist:0EmeFodog0BfCgMzAIvKQp","https://open.spotify.com/artist/0EmeFodog0BfCgMzAIvKQp",NA,26365675,"Pop",640
"c(""colombian pop"", ""pop reggaeton"", ""reggaeton colombiano"", ""urbano latino"")","https://api.spotify.com/v1/artists/2LRoIwlKmHjgvigdNGBHNo","2LRoIwlKmHjgvigdNGBHNo",640,"https://i.scdn.co/image/ab6761610000e5ebbf108de19539a11669610d67",640,"Feid",92,"artist","spotify:artist:2LRoIwlKmHjgvigdNGBHNo","https://open.spotify.com/artist/2LRoIwlKmHjgvigdNGBHNo",NA,3260451,"Pop",640
"c(""ambient pop"", ""dream pop"", ""el paso indie"", ""shoegaze"")","https://api.spotify.com/v1/artists/1QAJqy2dA3ihHBFIHRphZj","1QAJqy2dA3ihHBFIHRphZj",640,"https://i.scdn.co/image/ab6761610000e5ebfe9c808643258ecd6770aa7d",640,"Cigarettes After Sex",83,"artist","spotify:artist:1QAJqy2dA3ihHBFIHRphZj","https://open.spotify.com/artist/1QAJqy2dA3ihHBFIHRphZj",NA,5971597,"Pop",640
"c(""dance pop"", ""miami hip hop"", ""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/0TnOYISbd1XYRBk9myaseg","0TnOYISbd1XYRBk9myaseg",640,"https://i.scdn.co/image/ab6761610000e5ebfc9d2abc85b6f4bef77f80ea",640,"Pitbull",83,"artist","spotify:artist:0TnOYISbd1XYRBk9myaseg","https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg",NA,9792440,"Pop",640
"c(""ohio hip hop"", ""pop rap"")","https://api.spotify.com/v1/artists/6TIYQ3jFPwQSRmorSezPxX","6TIYQ3jFPwQSRmorSezPxX",640,"https://i.scdn.co/image/ab6761610000e5eb1fd54eb6e30d0bc8f633621e",640,"Machine Gun Kelly",81,"artist","spotify:artist:6TIYQ3jFPwQSRmorSezPxX","https://open.spotify.com/artist/6TIYQ3jFPwQSRmorSezPxX",NA,4944748,"Pop",640
"c(""australian dance"", ""australian pop"", ""dance pop"", ""pop"")","https://api.spotify.com/v1/artists/5WUlDfRSoLAfcVSX1WnrxN","5WUlDfRSoLAfcVSX1WnrxN",640,"https://i.scdn.co/image/ab6761610000e5ebec40474426f4401a4203dc9f",640,"Sia",87,"artist","spotify:artist:5WUlDfRSoLAfcVSX1WnrxN","https://open.spotify.com/artist/5WUlDfRSoLAfcVSX1WnrxN",NA,25470396,"Pop",640
"c(""bedroom pop"", ""pop"")","https://api.spotify.com/v1/artists/4Uc8Dsxct0oMqx0P6i60ea","4Uc8Dsxct0oMqx0P6i60ea",640,"https://i.scdn.co/image/ab6761610000e5ebd3a1193ab04e0fb2b297e619",640,"Conan Gray",82,"artist","spotify:artist:4Uc8Dsxct0oMqx0P6i60ea","https://open.spotify.com/artist/4Uc8Dsxct0oMqx0P6i60ea",NA,7383117,"Pop",640
"pop","https://api.spotify.com/v1/artists/2RQXRUsr4IW1f3mKyKsy4B","2RQXRUsr4IW1f3mKyKsy4B",640,"https://i.scdn.co/image/ab6761610000e5eb709c2e83bd48fea626ace6a2",640,"Noah Kahan",77,"artist","spotify:artist:2RQXRUsr4IW1f3mKyKsy4B","https://open.spotify.com/artist/2RQXRUsr4IW1f3mKyKsy4B",NA,633569,"Pop",640
"c(""candy pop"", ""pixie"", ""pop emo"", ""pop punk"")","https://api.spotify.com/v1/artists/74XFHRwlV6OrjEM0A2NCMF","74XFHRwlV6OrjEM0A2NCMF",640,"https://i.scdn.co/image/ab6761610000e5ebb10c34546a4ca2d7faeb8865",640,"Paramore",79,"artist","spotify:artist:74XFHRwlV6OrjEM0A2NCMF","https://open.spotify.com/artist/74XFHRwlV6OrjEM0A2NCMF",NA,7444577,"Pop",640
"c(""canadian hip hop"", ""canadian trap"", ""melodic rap"", ""pop rap"", ""r&b"", ""rap"", ""toronto rap"", ""trap"")","https://api.spotify.com/v1/artists/2jku7tDXc6XoB6MO2hFuqg","2jku7tDXc6XoB6MO2hFuqg",640,"https://i.scdn.co/image/ab6761610000e5ebbd5d3e1b363c3e26710661c3",640,"Tory Lanez",83,"artist","spotify:artist:2jku7tDXc6XoB6MO2hFuqg","https://open.spotify.com/artist/2jku7tDXc6XoB6MO2hFuqg",NA,5043357,"Pop",640
"c(""pop"", ""r&b"", ""urban contemporary"")","https://api.spotify.com/v1/artists/5ZS223C6JyBfXasXxrRqOk","5ZS223C6JyBfXasXxrRqOk",640,"https://i.scdn.co/image/ab6761610000e5eb9f9eab124df9f1ff148ebfe5",640,"Jhené Aiko",78,"artist","spotify:artist:5ZS223C6JyBfXasXxrRqOk","https://open.spotify.com/artist/5ZS223C6JyBfXasXxrRqOk",NA,6129051,"Pop",640
"bedroom pop","https://api.spotify.com/v1/artists/5y8tKLUfMvliMe8IKamR32","5y8tKLUfMvliMe8IKamR32",640,"https://i.scdn.co/image/ab6761610000e5ebad447187a35f422307e88ad3",640,"d4vd",82,"artist","spotify:artist:5y8tKLUfMvliMe8IKamR32","https://open.spotify.com/artist/5y8tKLUfMvliMe8IKamR32",NA,548672,"Pop",640
"c(""canadian pop"", ""dance pop"", ""pop"", ""viral pop"")","https://api.spotify.com/v1/artists/7n2wHs1TKAczGzO7Dd2rGr","7n2wHs1TKAczGzO7Dd2rGr",640,"https://i.scdn.co/image/ab6761610000e5eb46e7a06fa6dfefaed6a3f0db",640,"Shawn Mendes",85,"artist","spotify:artist:7n2wHs1TKAczGzO7Dd2rGr","https://open.spotify.com/artist/7n2wHs1TKAczGzO7Dd2rGr",NA,40525625,"Pop",640
"c(""dance pop"", ""pop"", ""post-teen pop"")","https://api.spotify.com/v1/artists/0C8ZW7ezQVs4URX5aX7Kqx","0C8ZW7ezQVs4URX5aX7Kqx",640,"https://i.scdn.co/image/ab6761610000e5eba5205abffd84341e5bace828",640,"Selena Gomez",86,"artist","spotify:artist:0C8ZW7ezQVs4URX5aX7Kqx","https://open.spotify.com/artist/0C8ZW7ezQVs4URX5aX7Kqx",NA,39571005,"Pop",640
"c(""hip hop"", ""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/2RdwBSPQiwcmiDo9kixcl8","2RdwBSPQiwcmiDo9kixcl8",640,"https://i.scdn.co/image/ab6761610000e5ebdeeefa8e7621458ef859ab77",640,"Pharrell Williams",81,"artist","spotify:artist:2RdwBSPQiwcmiDo9kixcl8","https://open.spotify.com/artist/2RdwBSPQiwcmiDo9kixcl8",NA,4108407,"Pop",640
