"genres","href","id","image_height","image_url","image_width","name","popularity","type","uri","external_urls.spotify","followers.href","followers.total","genre","max_height"
"c(""dance pop"", ""edm"", ""electronic trap"", ""pop"", ""pop dance"", ""pop rap"")","https://api.spotify.com/v1/artists/540vIaP2JwjQb9dm3aArA4","540vIaP2JwjQb9dm3aArA4",640,"https://i.scdn.co/image/ab6761610000e5ebf2855e25f1d9c8a20bcc85ae",640,"DJ Snake",78,"artist","spotify:artist:540vIaP2JwjQb9dm3aArA4","https://open.spotify.com/artist/540vIaP2JwjQb9dm3aArA4",NA,8318763,"Pop",640
"c(""dance pop"", ""dancehall"", ""pop rap"")","https://api.spotify.com/v1/artists/3Isy6kedDrgPYoTS1dazA9","3Isy6kedDrgPYoTS1dazA9",640,"https://i.scdn.co/image/ab6761610000e5eb60c3e9abe7327c0097738f22",640,"Sean Paul",81,"artist","spotify:artist:3Isy6kedDrgPYoTS1dazA9","https://open.spotify.com/artist/3Isy6kedDrgPYoTS1dazA9",NA,4197281,"Pop",640
"c(""canadian latin"", ""canadian pop"", ""dance pop"", ""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/2jw70GZXlAI8QzWeY2bgRc","2jw70GZXlAI8QzWeY2bgRc",640,"https://i.scdn.co/image/ab6761610000e5eb4cd5711d0422af7209cdf37a",640,"Nelly Furtado",77,"artist","spotify:artist:2jw70GZXlAI8QzWeY2bgRc","https://open.spotify.com/artist/2jw70GZXlAI8QzWeY2bgRc",NA,3312760,"Pop",640
"c(""contemporary country"", ""country"", ""pop"")","https://api.spotify.com/v1/artists/3RqBeV12Tt7A8xH3zBDDUF","3RqBeV12Tt7A8xH3zBDDUF",640,"https://i.scdn.co/image/ab6761610000e5ebb4410e78e44f70d0abfd6c9c",640,"Kelsea Ballerini",72,"artist","spotify:artist:3RqBeV12Tt7A8xH3zBDDUF","https://open.spotify.com/artist/3RqBeV12Tt7A8xH3zBDDUF",NA,961533,"Pop",640
"c(""indie pop"", ""vancouver indie"")","https://api.spotify.com/v1/artists/0e86yPdC41PGRkLp2Q1Bph","0e86yPdC41PGRkLp2Q1Bph",640,"https://i.scdn.co/image/ab6761610000e5eb61493120c1f08589dfadf9a0",640,"Mother Mother",75,"artist","spotify:artist:0e86yPdC41PGRkLp2Q1Bph","https://open.spotify.com/artist/0e86yPdC41PGRkLp2Q1Bph",NA,3209338,"Pop",640
"c(""dance pop"", ""electropop"", ""pop"")","https://api.spotify.com/v1/artists/4GvEc3ANtPPjt1ZJllr5Zl","4GvEc3ANtPPjt1ZJllr5Zl",640,"https://i.scdn.co/image/ab6761610000e5eb72a8e86c457085e7fdd3453f",640,"Bazzi",73,"artist","spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl","https://open.spotify.com/artist/4GvEc3ANtPPjt1ZJllr5Zl",NA,5291404,"Pop",640
"c(""indie pop"", ""modern rock"", ""pop"")","https://api.spotify.com/v1/artists/0NIPkIjTV8mB795yEIiPYL","0NIPkIjTV8mB795yEIiPYL",640,"https://i.scdn.co/image/ab6761610000e5ebdea0fc37a1f39060e74c569b",640,"Wallows",72,"artist","spotify:artist:0NIPkIjTV8mB795yEIiPYL","https://open.spotify.com/artist/0NIPkIjTV8mB795yEIiPYL",NA,2469242,"Pop",640
"c(""bedroom pop"", ""dream pop"")","https://api.spotify.com/v1/artists/2Tglaf8nvDzwSQnpSrjLHP","2Tglaf8nvDzwSQnpSrjLHP",640,"https://i.scdn.co/image/ab6761610000e5eb2f8409f38b761a37ad38e1a8",640,"Cuco",72,"artist","spotify:artist:2Tglaf8nvDzwSQnpSrjLHP","https://open.spotify.com/artist/2Tglaf8nvDzwSQnpSrjLHP",NA,2061273,"Pop",640
"c(""dance pop"", ""deep euro house"", ""deep house"", ""edm"", ""german dance"", ""pop"", ""pop dance"", ""pop rap"", ""tropical house"")","https://api.spotify.com/v1/artists/3t5xRXzsuZmMDkQzgOX35S","3t5xRXzsuZmMDkQzgOX35S",640,"https://i.scdn.co/image/ab6761610000e5eb14b12da992e6b6f8cb1bdc6c",640,"Robin Schulz",82,"artist","spotify:artist:3t5xRXzsuZmMDkQzgOX35S","https://open.spotify.com/artist/3t5xRXzsuZmMDkQzgOX35S",NA,3017571,"Pop",640
"c(""new romantic"", ""new wave pop"")","https://api.spotify.com/v1/artists/5lpH0xAS4fVfLkACg9DAuM","5lpH0xAS4fVfLkACg9DAuM",872,"https://i.scdn.co/image/028bf41acbd7858a4a8acf688a392d4ee9e369ef",1000,"Wham!",78,"artist","spotify:artist:5lpH0xAS4fVfLkACg9DAuM","https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM",NA,2173011,"Pop",872
"pop","https://api.spotify.com/v1/artists/55fhWPvDiMpLnE4ZzNXZyW","55fhWPvDiMpLnE4ZzNXZyW",640,"https://i.scdn.co/image/ab6761610000e5ebb27124cea846fa1154cc58e1",640,"Noah Cyrus",73,"artist","spotify:artist:55fhWPvDiMpLnE4ZzNXZyW","https://open.spotify.com/artist/55fhWPvDiMpLnE4ZzNXZyW",NA,1084293,"Pop",640
"c(""boston folk"", ""indie pop"", ""pop"")","https://api.spotify.com/v1/artists/1GmsPCcpKgF9OhlNXjOsbS","1GmsPCcpKgF9OhlNXjOsbS",640,"https://i.scdn.co/image/ab6761610000e5ebb10e2b618880f429a3967185",640,"Lizzy McAlpine",71,"artist","spotify:artist:1GmsPCcpKgF9OhlNXjOsbS","https://open.spotify.com/artist/1GmsPCcpKgF9OhlNXjOsbS",NA,384519,"Pop",640
"c(""indie pop"", ""philly indie"")","https://api.spotify.com/v1/artists/6lcwlkAjBPSKnFBZjjZFJs","6lcwlkAjBPSKnFBZjjZFJs",640,"https://i.scdn.co/image/ab6761610000e5eb36923516613d3cbef9dd3952",640,"Alex G",72,"artist","spotify:artist:6lcwlkAjBPSKnFBZjjZFJs","https://open.spotify.com/artist/6lcwlkAjBPSKnFBZjjZFJs",NA,511022,"Pop",640
"c(""latin hip hop"", ""puerto rican pop"", ""reggaeton"", ""urbano latino"")","https://api.spotify.com/v1/artists/33ScadVnbm2X8kkUqOkC6Z","33ScadVnbm2X8kkUqOkC6Z",640,"https://i.scdn.co/image/ab6761610000e5eb367846d1a05df0af44b97eee",640,"Don Omar",82,"artist","spotify:artist:33ScadVnbm2X8kkUqOkC6Z","https://open.spotify.com/artist/33ScadVnbm2X8kkUqOkC6Z",NA,8547022,"Pop",640
"c(""cali rap"", ""pop"", ""pop rap"", ""rap"")","https://api.spotify.com/v1/artists/6fWVd57NKTalqvmjRd2t8Z","6fWVd57NKTalqvmjRd2t8Z",640,"https://i.scdn.co/image/ab6761610000e5ebe32a61d17ecbe732a99d6d92",640,"24kGoldn",74,"artist","spotify:artist:6fWVd57NKTalqvmjRd2t8Z","https://open.spotify.com/artist/6fWVd57NKTalqvmjRd2t8Z",NA,1952301,"Pop",640
"c(""canadian pop"", ""dance pop"", ""electropop"", ""pop"", ""post-teen pop"")","https://api.spotify.com/v1/artists/6sFIWsNpZYqfjUpaCgueju","6sFIWsNpZYqfjUpaCgueju",640,"https://i.scdn.co/image/ab6761610000e5eb358577f183465ae7698a53a7",640,"Carly Rae Jepsen",74,"artist","spotify:artist:6sFIWsNpZYqfjUpaCgueju","https://open.spotify.com/artist/6sFIWsNpZYqfjUpaCgueju",NA,5183713,"Pop",640
"c(""kentucky hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap"")","https://api.spotify.com/v1/artists/4FlG0V0jhLO4qGpayFOphj","4FlG0V0jhLO4qGpayFOphj",640,"https://i.scdn.co/image/ab6761610000e5ebf6ee8f565f86fed366b55840",640,"EST Gee",71,"artist","spotify:artist:4FlG0V0jhLO4qGpayFOphj","https://open.spotify.com/artist/4FlG0V0jhLO4qGpayFOphj",NA,344671,"Pop",640
"c(""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/1XlLhtgJjC4ROQZilBZAvw","1XlLhtgJjC4ROQZilBZAvw",640,"https://i.scdn.co/image/ab6761610000e5eb12ae1a3757bf650877eddad2",640,"Nic D",70,"artist","spotify:artist:1XlLhtgJjC4ROQZilBZAvw","https://open.spotify.com/artist/1XlLhtgJjC4ROQZilBZAvw",NA,239097,"Pop",640
"c(""atl hip hop"", ""dance pop"", ""hip hop"", ""pop"", ""pop rap"", ""rap"", ""southern hip hop"")","https://api.spotify.com/v1/artists/5ndkK3dpZLKtBklKjxNQwT","5ndkK3dpZLKtBklKjxNQwT",640,"https://i.scdn.co/image/ab6761610000e5eb3b6f1762e81e53df14990f57",640,"B.o.B",74,"artist","spotify:artist:5ndkK3dpZLKtBklKjxNQwT","https://open.spotify.com/artist/5ndkK3dpZLKtBklKjxNQwT",NA,2047145,"Pop",640
"c(""pop rap"", ""seattle hip hop"")","https://api.spotify.com/v1/artists/3JhNCzhSMTxs9WLGJJxWOY","3JhNCzhSMTxs9WLGJJxWOY",640,"https://i.scdn.co/image/ab6761610000e5eb4ad5d04ef1320f4fbf959880",640,"Macklemore",78,"artist","spotify:artist:3JhNCzhSMTxs9WLGJJxWOY","https://open.spotify.com/artist/3JhNCzhSMTxs9WLGJJxWOY",NA,1978595,"Pop",640
"c(""dance pop"", ""east coast hip hop"", ""hip hop"", ""hip pop"", ""pop rap"", ""r&b"", ""rap"")","https://api.spotify.com/v1/artists/59wfkuBoNyhDMQGCljbUbA","59wfkuBoNyhDMQGCljbUbA",640,"https://i.scdn.co/image/ab6761610000e5ebfd141af2a7b8aa98ceeb4565",640,"Diddy",74,"artist","spotify:artist:59wfkuBoNyhDMQGCljbUbA","https://open.spotify.com/artist/59wfkuBoNyhDMQGCljbUbA",NA,1413475,"Pop",640
"c(""chill r&b"", ""pop"")","https://api.spotify.com/v1/artists/3pc0bOVB5whxmD50W79wwO","3pc0bOVB5whxmD50W79wwO",640,"https://i.scdn.co/image/ab6761610000e5ebd969cf117d0b0d4424bebdc5",640,"keshi",76,"artist","spotify:artist:3pc0bOVB5whxmD50W79wwO","https://open.spotify.com/artist/3pc0bOVB5whxmD50W79wwO",NA,2129852,"Pop",640
"nigerian pop","https://api.spotify.com/v1/artists/46pWGuE3dSwY3bMMXGBvVS","46pWGuE3dSwY3bMMXGBvVS",640,"https://i.scdn.co/image/ab6761610000e5eb5c77b5deaf9aef3e9ccec31c",640,"Rema",82,"artist","spotify:artist:46pWGuE3dSwY3bMMXGBvVS","https://open.spotify.com/artist/46pWGuE3dSwY3bMMXGBvVS",NA,1715319,"Pop",640
"c(""k-pop"", ""k-pop boy group"")","https://api.spotify.com/v1/artists/0ghlgldX5Dd6720Q3qFyQB","0ghlgldX5Dd6720Q3qFyQB",640,"https://i.scdn.co/image/ab6761610000e5eb63329d77582c519154674fd7",640,"TOMORROW X TOGETHER",77,"artist","spotify:artist:0ghlgldX5Dd6720Q3qFyQB","https://open.spotify.com/artist/0ghlgldX5Dd6720Q3qFyQB",NA,7321497,"Pop",640
"c(""electropop"", ""indie pop rap"", ""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/3ApUX1o6oSz321MMECyIYd","3ApUX1o6oSz321MMECyIYd",640,"https://i.scdn.co/image/ab6761610000e5eb695a1945a0c36d5a70d570a2",640,"Quinn XCII",68,"artist","spotify:artist:3ApUX1o6oSz321MMECyIYd","https://open.spotify.com/artist/3ApUX1o6oSz321MMECyIYd",NA,728939,"Pop",640
"c(""classic country pop"", ""country"", ""country dawn"")","https://api.spotify.com/v1/artists/32vWCbZh0xZ4o9gkz4PsEU","32vWCbZh0xZ4o9gkz4PsEU",640,"https://i.scdn.co/image/ab6761610000e5eb20ee5dd7929b2eb0b8886cac",640,"Dolly Parton",74,"artist","spotify:artist:32vWCbZh0xZ4o9gkz4PsEU","https://open.spotify.com/artist/32vWCbZh0xZ4o9gkz4PsEU",NA,2015687,"Pop",640
"c(""atl hip hop"", ""dirty south rap"", ""hip hop"", ""old school atlanta hip hop"", ""pop rap"", ""rap"", ""southern hip hop"")","https://api.spotify.com/v1/artists/1G9G7WwrXka3Z1r7aIDjI7","1G9G7WwrXka3Z1r7aIDjI7",640,"https://i.scdn.co/image/ab6761610000e5eb0cb3f95b9f8f7337e135a925",640,"Outkast",76,"artist","spotify:artist:1G9G7WwrXka3Z1r7aIDjI7","https://open.spotify.com/artist/1G9G7WwrXka3Z1r7aIDjI7",NA,2129667,"Pop",640
"c(""dance pop"", ""neo mellow"", ""pop"", ""pop rap"", ""pop rock"", ""post-teen pop"")","https://api.spotify.com/v1/artists/2oX42qP5ineK3hrhBECLmj","2oX42qP5ineK3hrhBECLmj",640,"https://i.scdn.co/image/ab6761610000e5eb496050692471e28190f815f0",640,"Andy Grammer",71,"artist","spotify:artist:2oX42qP5ineK3hrhBECLmj","https://open.spotify.com/artist/2oX42qP5ineK3hrhBECLmj",NA,1117111,"Pop",640
"c(""pop"", ""post-teen pop"")","https://api.spotify.com/v1/artists/2W8yFh0Ga6Yf3jiayVxwkE","2W8yFh0Ga6Yf3jiayVxwkE",640,"https://i.scdn.co/image/ab6761610000e5eb7ffd2d64fa0dcb3bda3cd423",640,"Dove Cameron",74,"artist","spotify:artist:2W8yFh0Ga6Yf3jiayVxwkE","https://open.spotify.com/artist/2W8yFh0Ga6Yf3jiayVxwkE",NA,3974993,"Pop",640
"c(""bachata"", ""bachata dominicana"", ""latin hip hop"", ""latin pop"", ""tropical"", ""urbano latino"")","https://api.spotify.com/v1/artists/1qto4hHid1P71emI6Fd8xi","1qto4hHid1P71emI6Fd8xi",640,"https://i.scdn.co/image/ab6761610000e5eb4cd0464ef7d8eb8521f72dd8",640,"Aventura",78,"artist","spotify:artist:1qto4hHid1P71emI6Fd8xi","https://open.spotify.com/artist/1qto4hHid1P71emI6Fd8xi",NA,6779538,"Pop",640
"c(""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap"", ""underground hip hop"")","https://api.spotify.com/v1/artists/5IcR3N7QB1j6KBL8eImZ8m","5IcR3N7QB1j6KBL8eImZ8m",640,"https://i.scdn.co/image/ab6761610000e5ebe697a7ddf7af3a306428fa73",640,"ScHoolboy Q",73,"artist","spotify:artist:5IcR3N7QB1j6KBL8eImZ8m","https://open.spotify.com/artist/5IcR3N7QB1j6KBL8eImZ8m",NA,4368938,"Pop",640
"c(""dance pop"", ""edm"", ""electropop"", ""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/5CiGnKThu5ctn9pBxv7DGa","5CiGnKThu5ctn9pBxv7DGa",640,"https://i.scdn.co/image/ab6761610000e5eb860c37890942e05e58c19372",640,"benny blanco",75,"artist","spotify:artist:5CiGnKThu5ctn9pBxv7DGa","https://open.spotify.com/artist/5CiGnKThu5ctn9pBxv7DGa",NA,1023565,"Pop",640
"pop","https://api.spotify.com/v1/artists/5JZ7CnR6gTvEMKX4g70Amv","5JZ7CnR6gTvEMKX4g70Amv",640,"https://i.scdn.co/image/ab6761610000e5eb5af53f295e6c42529fbd0873",640,"Lauv",78,"artist","spotify:artist:5JZ7CnR6gTvEMKX4g70Amv","https://open.spotify.com/artist/5JZ7CnR6gTvEMKX4g70Amv",NA,5522368,"Pop",640
"c(""metalcore"", ""pop punk"", ""screamo"")","https://api.spotify.com/v1/artists/4NiJW4q9ichVqL1aUsgGAN","4NiJW4q9ichVqL1aUsgGAN",640,"https://i.scdn.co/image/ab6761610000e5eba782bcfcb0819c20e99d8315",640,"A Day To Remember",71,"artist","spotify:artist:4NiJW4q9ichVqL1aUsgGAN","https://open.spotify.com/artist/4NiJW4q9ichVqL1aUsgGAN",NA,2156171,"Pop",640
"indie pop","https://api.spotify.com/v1/artists/3zmfs9cQwzJl575W1ZYXeT","3zmfs9cQwzJl575W1ZYXeT",640,"https://i.scdn.co/image/ab6761610000e5ebfd30ebd7e80dad6b2383aab0",640,"Men I Trust",72,"artist","spotify:artist:3zmfs9cQwzJl575W1ZYXeT","https://open.spotify.com/artist/3zmfs9cQwzJl575W1ZYXeT",NA,1040977,"Pop",640
"c(""argentine hip hop"", ""pop venezolano"", ""trap argentino"", ""trap latino"", ""urbano latino"")","https://api.spotify.com/v1/artists/716NhGYqD1jl2wI1Qkgq36","716NhGYqD1jl2wI1Qkgq36",640,"https://i.scdn.co/image/ab6761610000e5eb12085fdb28f314e01ef73a19",640,"Bizarrap",88,"artist","spotify:artist:716NhGYqD1jl2wI1Qkgq36","https://open.spotify.com/artist/716NhGYqD1jl2wI1Qkgq36",NA,8635425,"Pop",640
"c(""indie pop rap"", ""pop rap"", ""rhode island rap"")","https://api.spotify.com/v1/artists/5G9kmDLg3OeUyj8KVBLzbu","5G9kmDLg3OeUyj8KVBLzbu",640,"https://i.scdn.co/image/ab6761610000e5ebe20f5b04f7afef9a885c091b",640,"mike.",69,"artist","spotify:artist:5G9kmDLg3OeUyj8KVBLzbu","https://open.spotify.com/artist/5G9kmDLg3OeUyj8KVBLzbu",NA,539440,"Pop",640
"c(""dance pop"", ""hip hop"", ""hip pop"", ""pop rap"", ""r&b"", ""rap"", ""urban contemporary"", ""virginia hip hop"")","https://api.spotify.com/v1/artists/2wIVse2owClT7go1WT98tk","2wIVse2owClT7go1WT98tk",640,"https://i.scdn.co/image/ab6761610000e5ebf6691f40d906f097e9fbaa4c",640,"Missy Elliott",71,"artist","spotify:artist:2wIVse2owClT7go1WT98tk","https://open.spotify.com/artist/2wIVse2owClT7go1WT98tk",NA,2126377,"Pop",640
"c(""hip hop"", ""melodic rap"", ""mississippi hip hop"", ""pop rap"", ""rap"", ""southern hip hop"", ""trap"", ""viral rap"")","https://api.spotify.com/v1/artists/7iZtZyCzp3LItcw1wtPI3D","7iZtZyCzp3LItcw1wtPI3D",640,"https://i.scdn.co/image/ab6761610000e5eb209b540fb909a4e61c3ffa01",640,"Rae Sremmurd",74,"artist","spotify:artist:7iZtZyCzp3LItcw1wtPI3D","https://open.spotify.com/artist/7iZtZyCzp3LItcw1wtPI3D",NA,7032303,"Pop",640
"c(""alternative metal"", ""alternative rock"", ""grunge"", ""permanent wave"", ""pop rock"", ""rock"", ""spacegrunge"")","https://api.spotify.com/v1/artists/40Yq4vzPs9VNUrIBG5Jr2i","40Yq4vzPs9VNUrIBG5Jr2i",640,"https://i.scdn.co/image/ab6761610000e5eb1a7d0845c3b7e2f130264957",640,"The Smashing Pumpkins",74,"artist","spotify:artist:40Yq4vzPs9VNUrIBG5Jr2i","https://open.spotify.com/artist/40Yq4vzPs9VNUrIBG5Jr2i",NA,4289961,"Pop",640
"c(""dance pop"", ""hip pop"", ""pop"", ""post-teen pop"", ""r&b"", ""urban contemporary"")","https://api.spotify.com/v1/artists/2NdeV5rLm47xAvogXrYhJX","2NdeV5rLm47xAvogXrYhJX",640,"https://i.scdn.co/image/ab6761610000e5ebbe35fdffa55254dab0e0c99e",640,"Ciara",70,"artist","spotify:artist:2NdeV5rLm47xAvogXrYhJX","https://open.spotify.com/artist/2NdeV5rLm47xAvogXrYhJX",NA,5988694,"Pop",640
"c(""cali rap"", ""dance pop"", ""pop"", ""rap"", ""trap queen"")","https://api.spotify.com/v1/artists/6cK3NBO6uP7hh0oyuVELFl","6cK3NBO6uP7hh0oyuVELFl",640,"https://i.scdn.co/image/ab6761610000e5eb43275d6f34f75086ef745c93",640,"Saweetie",73,"artist","spotify:artist:6cK3NBO6uP7hh0oyuVELFl","https://open.spotify.com/artist/6cK3NBO6uP7hh0oyuVELFl",NA,1729682,"Pop",640
"c(""g funk"", ""gangster rap"", ""hip hop"", ""pop rap"", ""rap"", ""west coast rap"")","https://api.spotify.com/v1/artists/1Oa0bMld0A3u5OTYfMzp5h","1Oa0bMld0A3u5OTYfMzp5h",1243,"https://i.scdn.co/image/fd5d1f379a33ee26e2dfaf296bbab0970ec95ede",1000,"Nate Dogg",77,"artist","spotify:artist:1Oa0bMld0A3u5OTYfMzp5h","https://open.spotify.com/artist/1Oa0bMld0A3u5OTYfMzp5h",NA,1363793,"Pop",1243
"c(""dance pop"", ""pop"", ""r&b"", ""rap"", ""uk contemporary r&b"", ""urban contemporary"")","https://api.spotify.com/v1/artists/7HkdQ0gt53LP4zmHsL0nap","7HkdQ0gt53LP4zmHsL0nap",640,"https://i.scdn.co/image/ab6761610000e5eb173a42b51755d3075d67831c",640,"Ella Mai",71,"artist","spotify:artist:7HkdQ0gt53LP4zmHsL0nap","https://open.spotify.com/artist/7HkdQ0gt53LP4zmHsL0nap",NA,4773458,"Pop",640
"c(""bedroom pop"", ""indie pop"", ""la indie"")","https://api.spotify.com/v1/artists/2sSGPbdZJkaSE2AbcGOACx","2sSGPbdZJkaSE2AbcGOACx",640,"https://i.scdn.co/image/ab6761610000e5eba37a2e21b6b2d1aa22826548",640,"The Marías",72,"artist","spotify:artist:2sSGPbdZJkaSE2AbcGOACx","https://open.spotify.com/artist/2sSGPbdZJkaSE2AbcGOACx",NA,908316,"Pop",640
"c(""hip hop"", ""kansas city hip hop"", ""pop rap"")","https://api.spotify.com/v1/artists/6UBA15slIuadJ8h2lPRPos","6UBA15slIuadJ8h2lPRPos",640,"https://i.scdn.co/image/ab6761610000e5ebf2f6845f7e0187bb82cca89f",640,"Tech N9ne",70,"artist","spotify:artist:6UBA15slIuadJ8h2lPRPos","https://open.spotify.com/artist/6UBA15slIuadJ8h2lPRPos",NA,2600195,"Pop",640
"c(""dance pop"", ""pop"", ""post-teen pop"", ""uk pop"")","https://api.spotify.com/v1/artists/5ZsFI1h6hIdQRw2ti0hz81","5ZsFI1h6hIdQRw2ti0hz81",640,"https://i.scdn.co/image/ab6761610000e5eb9fbf7133dfc04d4cd44ccd36",640,"ZAYN",77,"artist","spotify:artist:5ZsFI1h6hIdQRw2ti0hz81","https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81",NA,21810898,"Pop",640
"c(""dance pop"", ""edm"", ""electro house"", ""pop"", ""pop dance"", ""tropical house"")","https://api.spotify.com/v1/artists/2ZRQcIgzPCVaT9XKhXZIzh","2ZRQcIgzPCVaT9XKhXZIzh",640,"https://i.scdn.co/image/ab6761610000e5ebc6a210bb15839175957b812d",640,"Gryffin",73,"artist","spotify:artist:2ZRQcIgzPCVaT9XKhXZIzh","https://open.spotify.com/artist/2ZRQcIgzPCVaT9XKhXZIzh",NA,890144,"Pop",640
"c(""australian pop"", ""dance pop"", ""pop"", ""viral pop"")","https://api.spotify.com/v1/artists/3WGpXCj9YhhfX11TToZcXP","3WGpXCj9YhhfX11TToZcXP",640,"https://i.scdn.co/image/ab6761610000e5eb002eedc44fefe085daae10e4",640,"Troye Sivan",77,"artist","spotify:artist:3WGpXCj9YhhfX11TToZcXP","https://open.spotify.com/artist/3WGpXCj9YhhfX11TToZcXP",NA,7438775,"Pop",640
"c(""dance pop"", ""hip pop"", ""neo soul"", ""r&b"", ""urban contemporary"")","https://api.spotify.com/v1/artists/1XkoF8ryArs86LZvFOkbyr","1XkoF8ryArs86LZvFOkbyr",640,"https://i.scdn.co/image/ab6761610000e5eb59f9f1ee5a9d2d917813e70f",640,"Mary J. Blige",72,"artist","spotify:artist:1XkoF8ryArs86LZvFOkbyr","https://open.spotify.com/artist/1XkoF8ryArs86LZvFOkbyr",NA,3405101,"Pop",640
"c(""dance pop"", ""pop"", ""pop rap"")","https://api.spotify.com/v1/artists/085pc2PYOi8bGKj0PNjekA","085pc2PYOi8bGKj0PNjekA",640,"https://i.scdn.co/image/ab6761610000e5ebc9ab8da6f7a3ce02f0b16fd8",640,"will.i.am",74,"artist","spotify:artist:085pc2PYOi8bGKj0PNjekA","https://open.spotify.com/artist/085pc2PYOi8bGKj0PNjekA",NA,3928378,"Pop",640
"c(""afro dancehall"", ""afropop"", ""azonto"", ""nigerian hip hop"", ""nigerian pop"")","https://api.spotify.com/v1/artists/3tVQdUvClmAT7URs9V3rsp","3tVQdUvClmAT7URs9V3rsp",640,"https://i.scdn.co/image/ab6761610000e5eb9050b61368975fda051cdc06",640,"Wizkid",78,"artist","spotify:artist:3tVQdUvClmAT7URs9V3rsp","https://open.spotify.com/artist/3tVQdUvClmAT7URs9V3rsp",NA,3178730,"Pop",640
"c(""latin hip hop"", ""latin pop"", ""pop reggaeton"", ""reggaeton"", ""reggaeton flow"", ""trap latino"", ""urbano latino"")","https://api.spotify.com/v1/artists/0GM7qgcRCORpGnfcN2tCiB","0GM7qgcRCORpGnfcN2tCiB",640,"https://i.scdn.co/image/ab6761610000e5eb72453ad016b059b06fd52569",640,"Tainy",78,"artist","spotify:artist:0GM7qgcRCORpGnfcN2tCiB","https://open.spotify.com/artist/0GM7qgcRCORpGnfcN2tCiB",NA,1171612,"Pop",640
"c(""k-pop"", ""k-pop girl group"")","https://api.spotify.com/v1/artists/1z4g3DjTBBZKhvAroFlhOM","1z4g3DjTBBZKhvAroFlhOM",640,"https://i.scdn.co/image/ab6761610000e5eb5bf330a57b9dcffd8f7b2c14",640,"Red Velvet",76,"artist","spotify:artist:1z4g3DjTBBZKhvAroFlhOM","https://open.spotify.com/artist/1z4g3DjTBBZKhvAroFlhOM",NA,8007011,"Pop",640
"c(""latin arena pop"", ""latin pop"", ""latin rock"", ""mexican pop"", ""mexican rock"", ""rock en espanol"")","https://api.spotify.com/v1/artists/7okwEbXzyT2VffBmyQBWLz","7okwEbXzyT2VffBmyQBWLz",640,"https://i.scdn.co/image/ab6761610000e5eb152dcec8175d19fb12eeb8e0",640,"Maná",78,"artist","spotify:artist:7okwEbXzyT2VffBmyQBWLz","https://open.spotify.com/artist/7okwEbXzyT2VffBmyQBWLz",NA,9124846,"Pop",640
"c(""dance pop"", ""pop"", ""pop rap"", ""urban contemporary"")","https://api.spotify.com/v1/artists/2DlGxzQSjYe5N6G9nkYghR","2DlGxzQSjYe5N6G9nkYghR",640,"https://i.scdn.co/image/ab6761610000e5ebce391c85fb87d67d316d1413",640,"Jennifer Lopez",77,"artist","spotify:artist:2DlGxzQSjYe5N6G9nkYghR","https://open.spotify.com/artist/2DlGxzQSjYe5N6G9nkYghR",NA,12281580,"Pop",640
"c(""latin pop"", ""mexican pop"")","https://api.spotify.com/v1/artists/7qG3b048QCHVRO5Pv1T5lw","7qG3b048QCHVRO5Pv1T5lw",640,"https://i.scdn.co/image/ab6761610000e5eb2335f74de53ef9b9fd7889c8",640,"Enrique Iglesias",77,"artist","spotify:artist:7qG3b048QCHVRO5Pv1T5lw","https://open.spotify.com/artist/7qG3b048QCHVRO5Pv1T5lw",NA,11047480,"Pop",640
"c(""alternative metal"", ""permanent wave"", ""punk"", ""rock"", ""skate punk"", ""socal pop punk"")","https://api.spotify.com/v1/artists/5LfGQac0EIXyAN8aUwmNAQ","5LfGQac0EIXyAN8aUwmNAQ",640,"https://i.scdn.co/image/ab6761610000e5ebd7c5bbf32459922a72ec0d31",640,"The Offspring",77,"artist","spotify:artist:5LfGQac0EIXyAN8aUwmNAQ","https://open.spotify.com/artist/5LfGQac0EIXyAN8aUwmNAQ",NA,4857331,"Pop",640
"dance pop","https://api.spotify.com/v1/artists/6tbjWDEIzxoDsBA1FuhfPW","6tbjWDEIzxoDsBA1FuhfPW",640,"https://i.scdn.co/image/ab6761610000e5eb034a19a2d576c696b5be94a5",640,"Madonna",78,"artist","spotify:artist:6tbjWDEIzxoDsBA1FuhfPW","https://open.spotify.com/artist/6tbjWDEIzxoDsBA1FuhfPW",NA,6659372,"Pop",640
"c(""k-pop"", ""k-pop boy group"")","https://api.spotify.com/v1/artists/68KmkJeZGfwe1OUaivBa2L","68KmkJeZGfwe1OUaivBa2L",640,"https://i.scdn.co/image/ab6761610000e5eb5d87e2a10ba3b2f8bb2c5270",640,"ATEEZ",74,"artist","spotify:artist:68KmkJeZGfwe1OUaivBa2L","https://open.spotify.com/artist/68KmkJeZGfwe1OUaivBa2L",NA,2675010,"Pop",640
